pivot_id,symbol,timeframe,pivot_index,confirmation_index,confirmation_delay,pivot_timestamp,confirmation_timestamp,pivot_side,structure_type,structure_mode,source,pivot_open,pivot_high,pivot_low,pivot_close,pivot_price,pivot_volume,pivot_range,pivot_body,upper_wick,lower_wick,candle_direction,close_position,confirm_open,confirm_high,confirm_low,confirm_close,confirm_volume,atr_14,range_atr_ratio,body_atr_ratio,price_to_confirm_close,volume_mean_20,volume_std_20,volume_ratio_20,volume_zscore_20,previous_pivot_type,previous_pivot_price,distance_previous_pivot,bars_previous_pivot,swing_size_atr,liquidity_type,liquidity_state,swept_index,resolved_index,last_structure_event,last_structure_event_direction,bars_since_structure_event,distance_last_structure_event_atr,bos_count_previous_20,choch_count_previous_20,near_equal_level,equal_level_type,distance_equal_level_atr,bars_since_equal_level,inside_fvg,nearest_fvg_type,distance_fvg_atr,fvg_size_atr,bars_since_fvg,fvg_mitigated,active_fvg_count_50,inside_order_block,nearest_ob_type,distance_ob_atr,ob_size_atr,bars_since_ob,ob_invalidated,active_ob_count_50,bsl_count_previous_100,ssl_count_previous_100,active_bsl_count,active_ssl_count,distance_nearest_bsl_atr,distance_nearest_ssl_atr,equal_levels_previous_100,liquidity_imbalance_100,target
56,MARKET,1,11400,11400,0,2026-07-13T10:01:00-05:00,2026-07-13T10:01:00-05:00,HIGH,LH,external,ChartPrimeHigh,29745.5,29752.5,29733.75,29740,29752.5,1269,18.75,5.5,7,6.25,-1,0.333333333333333,29745.5,29752.5,29733.75,29740,1269,26.9647237959161,0.695352941194961,0.203970196083855,0.463568627463307,1078.5,370.73406911154,1.17663421418637,0.513845410691634,LOW,29488.5,264,45,9.79056941202505,BSL,Resolved,12629,12631,BOS_DOWN,DOWN,70,7.7786815688343,0,0,1,EQH,0.101985098041928,8754,1,BEARISH_FVG,0,0.287412549027251,186,1,4,0,BULLISH_OB,1.18673568630607,0.547010980406703,2917,1,0,1,1,8,4,0,9.79056941202505,1,0.333333333333333,RUN
57,MARKET,1,11887,11887,0,2026-07-13T19:08:00-05:00,2026-07-13T19:08:00-05:00,LOW,LL,external,ChartPrimeLow,29337.25,29341.5,29325.75,29341.5,29325.75,208,15.75,4.25,0,11.5,1,1,29337.25,29341.5,29325.75,29341.5,208,23.2102153378792,0.678580520289096,0.183109029284359,-0.678580520289096,257.3,144.704215557115,0.808394869801788,-0.340694981208348,HIGH,29752.5,426.75,487,18.3863007640236,SSL,Resolved,12076,12078,BOS_DOWN,DOWN,393,7.01199870965399,0,0,1,EQH,0,6010,1,BULLISH_FVG,0,0.484700371635069,4665,1,3,0,BULLISH_OB,0.990942982009474,0.42007365541706,4486,1,0,0,1,8,3,18.3863007640236,0,1,0.454545454545455,RUN
58,MARKET,1,11942,11942,0,2026-07-13T20:03:00-05:00,2026-07-13T20:03:00-05:00,HIGH,LH,external,ChartPrimeHigh,29533.25,29541.25,29529.5,29531,29541.25,183,11.75,2.25,8,1.5,-1,0.127659574468085,29533.25,29541.25,29529.5,29531,183,20.6550622289474,0.568867809244979,0.108932133685209,0.496246386788173,207.8,86.5757471812978,0.88065447545717,-0.286454357108423,LOW,29325.75,215.5,55,10.4332776929611,BSL,Resolved,12193,12197,BOS_DOWN,DOWN,448,2.55385335639767,0,0,1,EQL,0.278382119417756,5905,1,BULLISH_FVG,0,0.45993567555977,421,1,3,1,BULLISH_OB,0,0.87145706948167,9417,1,0,1,1,9,3,0,10.4332776929611,0,0.5,GRAB
59,MARKET,1,12080,12080,0,2026-07-13T22:21:00-05:00,2026-07-13T22:21:00-05:00,LOW,LL,external,ChartPrimeLow,29313.25,29319.75,29303.5,29305.25,29303.5,326,16.25,8,6.5,1.75,-1,0.107692307692308,29313.25,29319.75,29303.5,29305.25,326,13.1874768862115,1.23222964788591,0.606636134343832,-0.132701654387713,143.25,75.3265391478993,2.27574171029668,2.42610376193152,HIGH,29541.25,237.75,138,18.0284676175308,SSL,Resolved,15465,15465,BOS_DOWN,DOWN,4,1.68720674864378,1,0,1,EQL,0.473934479956119,4716,1,BULLISH_FVG,0,0.663508271938566,4719,1,5,0,BEARISH_OB,1.80095102383325,0.530806617550853,4,0,1,0,1,9,3,18.0284676175308,0,0,0.5,SWEEP
60,MARKET,1,12258,12258,0,2026-07-14T01:19:00-05:00,2026-07-14T01:19:00-05:00,HIGH,HH,external,ChartPrimeHigh,29637.25,29649.75,29635.25,29641.5,29649.75,350,14.5,4.25,8.25,2,1,0.431034482758621,29637.25,29649.75,29635.25,29641.5,350,10.811783796238,1.34112929681828,0.39308962148122,0.763056324051781,112.75,40.7183926500052,3.10421286031042,5.82660524051824,LOW,29303.5,346.25,178,32.0252426912641,BSL,Resolved,12563,12565,CHOCH_UP,UP,65,10.0353468072264,0,0,1,EQH,0.1156145945533,1335,1,BULLISH_FVG,0,0.32372086474924,862,1,0,0,BEARISH_OB,2.82099610710052,1.0405313509797,6473,1,0,1,0,9,3,0,32.0252426912641,0,0.5,RUN
61,MARKET,1,12551,12551,0,2026-07-14T06:12:00-05:00,2026-07-14T06:12:00-05:00,LOW,HL,external,ChartPrimeLow,29568.75,29576.25,29555,29567.5,29555,213,21.25,1.25,7.5,12.5,-1,0.588235294117647,29568.75,29576.25,29555,29567.5,213,15.4110093502302,1.37888437525882,0.0811108456034601,-0.811108456034601,174.55,146.382196663392,1.2202807218562,0.2626685544856,HIGH,29649.75,94.75,293,6.14820209674227,SSL,Resolved,14141,14142,CHOCH_UP,UP,358,0.892219301638061,0,0,1,EQH,0.389332058896608,6469,1,BEARISH_FVG,0,0.746219779551833,1219,1,0,1,BULLISH_OB,0,1.16799617668982,10026,1,0,0,1,9,4,6.14820209674227,0,1,0.384615384615385,GRAB
62,MARKET,1,12630,12630,0,2026-07-14T07:31:00-05:00,2026-07-14T07:31:00-05:00,HIGH,HH,external,ChartPrimeHigh,29903.5,29921.75,29858.75,29906,29921.75,2109,63,2.5,15.75,44.75,1,0.75,29903.5,29921.75,29858.75,29906,2109,33.2625949840663,1.89401939416269,0.0751594997683605,0.473504848540671,441.65,914.91099430491,4.77527453866184,1.82241771098919,LOW,29555,366.75,79,11.0258986160185,BSL,Resolved,13279,13280,BOS_UP,UP,67,8.17735357479763,0,0,1,EQL,0.232994449281918,3555,1,BULLISH_FVG,0,0.85681829735931,2127,1,4,1,BEARISH_OB,0,0.586244098193212,2639,1,0,1,1,9,4,0,11.0258986160185,1,0.384615384615385,GRAB
63,MARKET,1,12735,12735,0,2026-07-14T09:16:00-05:00,2026-07-14T09:16:00-05:00,LOW,HL,external,ChartPrimeLow,29614.75,29621.25,29567.5,29605.5,29567.5,2984,53.75,9.25,6.5,38,-1,0.706976744186047,29614.75,29621.25,29567.5,29605.5,2984,39.630910181266,1.35626458625743,0.233403672983837,-0.958847521447112,1350.15,538.062847165645,2.21012480094804,3.03654119329487,HIGH,29921.75,354.25,105,8.93872985454315,SSL,Resolved,14141,14142,BOS_UP,UP,172,2.07540022734276,0,0,1,EQH,0.16401339182648,6653,1,BULLISH_FVG,0,0.523581212369147,430,1,1,1,BEARISH_OB,0,0.946231106691229,1405,1,0,0,1,7,5,8.93872985454315,0,0,0.166666666666667,GRAB
64,MARKET,1,12974,12974,0,2026-07-14T13:15:00-05:00,2026-07-14T13:15:00-05:00,HIGH,LH,external,ChartPrimeHigh,29868.75,29878.25,29866,29866,29878.25,612,12.25,2.75,9.5,0,-1,0,29868.75,29878.25,29866,29866,612,9.16083968344411,1.33721366417303,0.300190822569456,1.33721366417303,340.95,110.098807895454,1.79498460184778,2.46187951696426,LOW,29567.5,310.75,239,33.9215629503485,BSL,Resolved,13230,13230,BOS_UP,UP,411,24.9431283480439,0,0,1,EQH,0.327480897348497,3519,1,BEARISH_FVG,0,0.845992318150284,338,1,0,1,BULLISH_OB,0,3.76603031950772,8550,1,0,1,0,8,5,0,33.9215629503485,0,0.230769230769231,SWEEP
65,MARKET,1,13150,13150,0,2026-07-14T17:11:00-05:00,2026-07-14T17:11:00-05:00,LOW,HL,external,ChartPrimeLow,29762.5,29763.5,29745.5,29748.5,29745.5,173,18,14,1,3,-1,0.166666666666667,29762.5,29763.5,29745.5,29748.5,173,8.91260851313734,2.01961075407583,1.5708083642812,-0.336601792345972,83,61.8223260642949,2.08433734939759,1.45578475818591,HIGH,29878.25,132.75,176,14.8946293113093,SSL,Resolved,14120,14120,BOS_UP,UP,587,10.7432072057089,0,0,1,EQL,0.252451344259479,9357,1,BULLISH_FVG,0,1.5708083642812,375,1,1,0,BULLISH_OB,2.80501493621644,1.6549588123677,4667,1,0,0,1,8,6,14.8946293113093,0,1,0.142857142857143,SWEEP
66,MARKET,1,13684,13684,0,2026-07-15T02:05:00-05:00,2026-07-15T02:05:00-05:00,HIGH,HH,external,ChartPrimeHigh,30046.5,30062.5,30045.75,30054,30062.5,238,16.75,7.5,8.5,0.75,1,0.492537313432836,30046.5,30062.5,30045.75,30054,238,11.7443789057442,1.42621420293308,0.638603374447646,0.723750491040666,102.45,85.2581227801786,2.32308443142997,1.58987783896544,LOW,29745.5,317,534,26.9916359599872,BSL,Detected,-1,-1,BOS_UP,UP,433,15.6883562322638,0,0,1,EQH,0.468309141261607,3387,1,BEARISH_FVG,0,7.25879168955491,3303,1,1,0,BEARISH_OB,3.57617889690682,2.36283248545629,12787,1,0,1,0,7,6,0,26.9916359599872,3,0.0769230769230769,NONE
67,MARKET,1,14004,14004,0,2026-07-15T07:25:00-05:00,2026-07-15T07:25:00-05:00,LOW,HL,external,ChartPrimeLow,29866.5,29869.5,29856.25,29863.75,29856.25,144,13.25,2.75,3,7.5,-1,0.566037735849057,29866.5,29869.5,29856.25,29863.75,144,9.82233194311136,1.34896683157736,0.279974248063225,-0.763566131081523,99,64.9291922019672,1.45454545454545,0.693062680651009,HIGH,30062.5,206.25,320,20.9980686047419,SSL,Resolved,14077,14077,BOS_UP,UP,753,2.2397939845058,0,0,1,EQH,0.43268747427953,12023,1,BULLISH_FVG,0,0.99263597040598,774,1,2,0,BULLISH_OB,0.356330861171377,3.512404202975,9580,1,0,0,1,7,7,20.9980686047419,0,0,0,SWEEP
68,MARKET,1,14046,14046,0,2026-07-15T08:07:00-05:00,2026-07-15T08:07:00-05:00,HIGH,LH,external,ChartPrimeHigh,29991.75,29999.75,29977.75,29978.25,29999.75,297,22,13.5,8,0.5,-1,0.0227272727272727,29991.75,29999.75,29977.75,29978.25,297,12.0235963928191,1.82973540372157,1.12279217955642,1.78815050818244,230.55,105.624559170678,1.28822381262199,0.629115051667331,LOW,29856.25,143.5,42,11.9348650197293,BSL,Detected,-1,-1,BOS_UP,UP,795,10.1051296160077,0,0,1,EQL,0.207924477695633,9442,1,BEARISH_FVG,0,0.187132029926069,435,1,3,0,BEARISH_OB,1.12279217955642,3.74264059852139,12084,1,0,1,1,8,7,0,11.9348650197293,0,0.0666666666666667,NONE
69,MARKET,1,14260,14260,0,2026-07-15T11:41:00-05:00,2026-07-15T11:41:00-05:00,LOW,LL,external,ChartPrimeLow,29407,29436.25,29397,29422,29397,1584,39.25,15,14.25,10,1,0.636942675159236,29407,29436.25,29397,29422,1584,21.2696652345095,1.84535109355261,0.705229717281252,-1.17538286213542,862.35,251.446470446495,1.83684118977213,2.86999455080265,HIGH,29999.75,602.75,214,28.338480806085,SSL,Resolved,15348,15349,CHOCH_DOWN,DOWN,181,21.5917831774277,0,0,1,EQL,0.0940306289708335,7583,1,BULLISH_FVG,0,0.0470153144854168,2148,1,1,0,BEARISH_OB,0.0117538286213542,0.740491203145314,7404,1,0,0,1,8,4,28.338480806085,0,2,0.333333333333333,GRAB
70,MARKET,1,14654,14654,0,2026-07-15T19:15:00-05:00,2026-07-15T19:15:00-05:00,HIGH,LH,external,ChartPrimeHigh,29753,29763.25,29736,29736,29763.25,276,27.25,17,10.25,0,-1,0,29753,29763.25,29736,29736,276,15.350056248338,1.77523779451626,1.10748779841381,1.77523779451626,107.25,73.8159027581456,2.57342657342657,2.28609274823749,LOW,29397,366.25,394,23.8598474217094,BSL,Resolved,14954,14954,CHOCH_DOWN,DOWN,575,6.05860972073439,0,0,1,EQL,0.293158534874245,1548,1,BEARISH_FVG,0,0.342018290686619,1891,1,2,0,BULLISH_OB,2.78500608130533,0.960908530976691,6171,1,0,1,0,9,4,0,23.8598474217094,2,0.384615384615385,SWEEP
71,MARKET,1,14733,14733,0,2026-07-15T20:34:00-05:00,2026-07-15T20:34:00-05:00,LOW,HL,external,ChartPrimeLow,29596.75,29609,29593.5,29609,29593.5,112,15.5,12.25,0,3.25,1,1,29596.75,29609,29593.5,29609,112,13.0224221930985,1.19025475984142,0.940685213423056,-1.19025475984142,105.35,63.2868667260436,1.06312292358804,0.105077093305734,HIGH,29763.25,169.75,79,13.0352093860052,SSL,Resolved,15092,15092,CHOCH_DOWN,DOWN,654,20.1767379450537,0,0,0,EQL,1.07506881534064,569,1,BULLISH_FVG,0,0.959882870839853,423,1,2,1,BEARISH_OB,0,2.87964861251956,3403,1,0,1,1,9,5,13.0352093860052,0,1,0.285714285714286,SWEEP
72,MARKET,1,14969,14969,0,2026-07-16T00:30:00-05:00,2026-07-16T00:30:00-05:00,HIGH,HH,external,ChartPrimeHigh,29765.75,29797,29764.25,29782,29797,602,32.75,16.25,15,1.5,1,0.541984732824427,29765.75,29797,29764.25,29782,602,11.0331456982284,2.9683284256147,1.47283471499966,1.35953973692276,94.2,48.2468651831391,6.39065817409766,10.5250361463373,LOW,29593.5,203.5,236,18.4444224309188,BSL,Detected,-1,-1,CHOCH_UP,UP,7,3.05896440807622,0,1,1,EQH,0.407861921076829,2210,1,BULLISH_FVG,0,0.294566942999932,1747,1,2,0,BULLISH_OB,1.22358576323049,1.56347069746118,5038,1,1,1,0,9,5,0,18.4444224309188,1,0.285714285714286,NONE
73,MARKET,1,15348,15348,0,2026-07-16T06:49:00-05:00,2026-07-16T06:49:00-05:00,LOW,LL,external,ChartPrimeLow,29443.5,29445.25,29361,29384.25,29361,1315,84.25,59.25,1.75,23.25,-1,0.275964391691395,29443.5,29445.25,29361,29384.25,1315,19.0365201536622,4.42570382191371,3.1124385928592,-1.2213366630207,141.1,65.4109318080701,9.31963146704465,17.9465414656449,HIGH,29797,436,379,22.9033455947107,SSL,Resolved,15460,15462,CHOCH_DOWN,DOWN,250,12.213366630207,0,0,1,EQH,0.131326522905451,8624,1,BULLISH_FVG,0,2.50833658749412,3457,1,1,0,BULLISH_OB,0.131326522905451,0.51217343933126,7947,1,0,0,1,9,5,22.9033455947107,0,2,0.285714285714286,RUN
74,MARKET,1,15449,15449,0,2026-07-16T08:30:00-05:00,2026-07-16T08:30:00-05:00,HIGH,LH,external,ChartPrimeHigh,29466,29532,29460.25,29504.75,29532,3903,71.75,38.75,27.25,5.75,1,0.620209059233449,29466,29532,29460.25,29504.75,3903,18.1807931210528,3.94647249557642,2.13137016311618,1.49883450180429,322.1,140.771410449707,12.1173548587395,25.4376935526928,LOW,29361,171,101,9.40553026820304,BSL,Detected,-1,-1,CHOCH_DOWN,DOWN,351,3.38269071049407,0,0,1,EQL,0.16500930295093,9397,1,BULLISH_FVG,0,0.426274032623237,179,1,1,1,BULLISH_OB,0,0.591283335574167,3256,1,0,1,0,10,4,0,9.40553026820304,0,0.428571428571429,NONE
75,MARKET,1,16541,16541,0,2026-07-17T03:42:00-05:00,2026-07-17T03:42:00-05:00,LOW,LL,external,ChartPrimeLow,28573,28573,28550,28571.5,28550,348,23,1.5,0,21.5,-1,0.934782608695652,28573,28573,28550,28571.5,348,17.0301138238699,1.35054881240797,0.0880792703744329,-1.26246954203354,219.85,84.0685880695043,1.58289743006595,1.52435056830086,HIGH,29532,982,1092,57.6625623384621,SSL,Resolved,16833,16833,BOS_DOWN,DOWN,1081,47.6215255157767,0,0,0,EQL,1.60010674513553,16,0,BEARISH_FVG,1.32118905561649,0.308277446310515,2,1,1,0,BEARISH_OB,45.639741932352,0.411036595080687,4465,1,0,0,1,10,1,57.6625623384621,0,3,0.818181818181818,SWEEP
76,MARKET,1,16660,16660,0,2026-07-17T05:41:00-05:00,2026-07-17T05:41:00-05:00,HIGH,LH,external,ChartPrimeHigh,28814.75,28825.5,28811,28815.5,28825.5,385,14.5,0.75,10,3.75,1,0.310344827586207,28814.75,28825.5,28811,28815.5,385,15.0681645350861,0.962293713095374,0.0497738127463125,0.6636508366175,219,92.3780276905715,1.75799086757991,1.79696410661669,LOW,28550,275.5,119,18.2835805488121,BSL,Resolved,16869,16871,BOS_DOWN,DOWN,1200,35.5385023008671,0,0,0,EQL,2.42232555365387,334,1,BEARISH_FVG,0,0.895928629433625,342,1,5,0,BEARISH_OB,33.298680727283,0.46455558563225,4584,1,0,1,0,11,1,0,18.2835805488121,0,0.833333333333333,GRAB
77,MARKET,1,16843,16843,0,2026-07-17T08:44:00-05:00,2026-07-17T08:44:00-05:00,LOW,LL,external,ChartPrimeLow,28422.25,28450,28408.25,28420,28408.25,2383,41.75,2.25,27.75,11.75,-1,0.281437125748503,28422.25,28450,28408.25,28420,2383,35.4189325082025,1.17874811699453,0.0635253476224597,-0.3317434820284,2299.8,1018.4119304093,1.03617705887468,0.0816958222067976,HIGH,28825.5,417.25,183,11.7804227979872,SSL,Detected,-1,-1,BOS_DOWN,DOWN,9,4.00209690021496,1,0,0,EQL,4.77145944364253,318,0,BEARISH_FVG,1.01640556195935,0.684662079930954,0,1,2,0,BEARISH_OB,6.64898638448411,1.10110602545597,9,0,1,0,1,11,1,11.7804227979872,0,0,0.833333333333333,NONE
78,MARKET,1,17050,17050,0,2026-07-17T12:11:00-05:00,2026-07-17T12:11:00-05:00,HIGH,HH,external,ChartPrimeHigh,29038.25,29050.25,29023.75,29024.25,29050.25,814,26.5,14,12,0.5,-1,0.0188679245283019,29038.25,29050.25,29023.75,29024.25,814,21.2658995264383,1.24612645550472,0.658330957625135,1.22261463558954,832,305.920577928324,0.978365384615385,-0.0588388009786557,LOW,28408.25,642,207,30.1891767710955,BSL,Resolved,18089,18089,CHOCH_UP,UP,181,10.5685630518749,0,0,1,EQL,0.188094559321467,9971,1,BULLISH_FVG,0,0.822913697031419,979,1,2,0,BULLISH_OB,11.4385003887367,1.10505553601362,181,1,0,1,0,11,1,0,30.1891767710955,1,0.833333333333333,SWEEP
79,MARKET,1,17293,17293,0,2026-07-19T17:14:00-05:00,2026-07-19T17:14:00-05:00,LOW,HL,external,ChartPrimeLow,28714,28719.25,28709.75,28715.75,28709.75,178,9.5,1.75,3.5,4.25,1,0.631578947368421,28714,28719.25,28709.75,28715.75,178,16.6879225116883,0.569273976035433,0.104866258743369,-0.359541458548694,241.55,169.45721436398,0.736907472572966,-0.375020917454124,HIGH,29050.25,340.5,243,20.4039777726384,SSL,Detected,-1,-1,CHOCH_UP,UP,424,6.93615397116856,0,0,0,EQL,1.30333778723902,354,1,BULLISH_FVG,0,0.359541458548694,354,1,1,0,BEARISH_OB,1.61793656346913,2.33701948056651,459,1,0,0,1,11,2,20.4039777726384,0,0,0.692307692307692,NONE
80,MARKET,1,17415,17415,0,2026-07-19T19:16:00-05:00,2026-07-19T19:16:00-05:00,HIGH,LH,external,ChartPrimeHigh,28949.25,28963.5,28948.5,28952.25,28963.5,410,15,3,11.25,0.75,1,0.25,28949.25,28963.5,28948.5,28952.25,410,20.0385984360371,0.748555346716478,0.149711069343296,0.561416510037359,271.6,120.037660756947,1.50957290132548,1.15297148517608,LOW,28709.75,253.75,122,12.6630612819538,BSL,Resolved,17987,17989,CHOCH_UP,UP,546,6.8867091897916,0,0,1,EQL,0.948170105840872,1173,1,BEARISH_FVG,0,0.486560975365711,1174,1,3,0,BULLISH_OB,7.80992745074192,1.17273670985582,546,1,0,1,0,12,2,0,12.6630612819538,0,0.714285714285714,RUN
81,MARKET,1,17796,17796,0,2026-07-20T01:37:00-05:00,2026-07-20T01:37:00-05:00,LOW,HL,external,ChartPrimeLow,28776.5,28777.75,28766,28776.25,28766,51,11.75,0.25,1.25,10.25,-1,0.872340425531915,28776.5,28777.75,28766,28776.25,51,12.8361732552497,0.915381848339773,0.0194762095391441,-0.798524591104909,72.35,29.1260622123898,0.704906703524534,-0.733020476448685,HIGH,28963.5,197.5,381,15.3862055359238,SSL,Resolved,18614,18614,CHOCH_UP,UP,927,4.6353378703163,0,0,1,EQH,0.506381448017747,1325,1,BULLISH_FVG,0,1.79181127760126,608,1,1,0,BULLISH_OB,1.36333466774009,1.83076369667955,927,1,0,0,1,12,3,15.3862055359238,0,1,0.6,SWEEP
82,MARKET,1,18224,18224,0,2026-07-20T08:45:00-05:00,2026-07-20T08:45:00-05:00,HIGH,HH,external,ChartPrimeHigh,29177.75,29192.5,29169.25,29170.5,29192.5,3399,23.25,7.25,14.75,1.25,-1,0.0537634408602151,29177.75,29192.5,29169.25,29170.5,3399,21.5327694913866,1.07974963505276,0.336696122758389,1.02169857940477,1645.6,854.036380958095,2.06550802139037,2.05307413020621,LOW,28766,426.5,428,19.8070201870969,BSL,Detected,-1,-1,BOS_UP,UP,237,10.6349533947132,0,0,1,EQH,0.0116102111295996,11077,1,BEARISH_FVG,0,0.406357389535986,2310,1,5,0,BEARISH_OB,6.25790379885419,0.325085911628789,6148,1,0,1,0,11,3,0,19.8070201870969,1,0.571428571428571,NONE
83,MARKET,1,18626,18626,0,2026-07-20T15:27:00-05:00,2026-07-20T15:27:00-05:00,LOW,LL,external,ChartPrimeActiveLow,28750.75,28754,28750.5,28753.25,28750.5,168,3.5,2.5,0.75,0.25,1,0.785714285714286,28750.75,28754,28750.5,28753.25,168,9.50381213307164,0.368273272976493,0.263052337840352,-0.289357571624388,210.6,97.9037282231887,0.797720797720798,-0.435121325542229,HIGH,29192.5,442,402,46.5076533301743,SSL,Detected,-1,-1,CHOCH_DOWN,DOWN,11,1.63092449461018,0,1,1,EQH,0.946988416225269,2155,1,BEARISH_FVG,0,0.368273272976493,1342,1,3,0,BEARISH_OB,2.73574431353966,0.762851779737022,11,0,1,0,1,11,3,46.5076533301743,0,3,0.571428571428571,NONE
